Model,MSO2024
Firmware Version,1.35

Point Format,Y,,,,,,,,,,,,
Horizontal Units,S,,,,,,,,,,,,
Horizontal Scale,1e-05,,,,,,,,,,,,
Sample Interval,2e-09,,,,,,,,,,,,
,0,,,,,,,,,,,,
Record Length,50000,,,,,,,,,,,,
Gating,49.79800% to 50.200%,49.79800% to 50.200%,49.79800% to 50.200%,49.79800% to 50.200%,49.79800% to 50.200%,49.79800% to 50.200%,49.79800% to 50.200%,49.79800% to 50.200%,49.79800% to 50.200%,49.79800% to 50.200%,49.79800% to 50.200%,49.79800% to 50.200%,49.79800% to 50.200%
,,,,,,,,,,,,,
Vertical Units,V,V,V,V,V,V,V,V,V,V,V,V,V
Threshold used,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
,,,,,,,,,,,,,
Label,,,,,,,,,,,,,
TIME,D12,D11,D10,D9,D8,D7,D6,D5,D4,D3,D2,D1,D0
-2.0200e-07,0,0,0,0,0,1,0,1,0,0,0,0,0
-2.0000e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.9800e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.9600e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.9400e-07,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.9200e-07,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.9000e-07,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.8800e-07,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.8600e-07,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.8400e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.8200e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.8000e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.7800e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.7600e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.7400e-07,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.7200e-07,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.7000e-07,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.6800e-07,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.6600e-07,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.6400e-07,0,1,1,1,1,0,0,0,0,0,0,0,0
-1.6200e-07,0,1,1,1,1,0,1,1,1,1,1,1,1
-1.6000e-07,0,1,1,1,1,1,1,1,1,1,1,1,1
-1.5800e-07,0,1,1,1,1,1,1,1,1,1,1,1,1
-1.5600e-07,1,1,1,1,1,1,1,1,1,1,1,1,1
-1.5400e-07,1,1,1,1,1,1,1,1,1,1,1,1,1
-1.5200e-07,1,1,1,1,1,1,1,1,1,1,1,1,1
-1.5000e-07,1,1,1,1,1,1,1,1,1,1,1,1,1
-1.4800e-07,1,1,1,1,1,1,1,1,1,1,1,1,1
-1.4600e-07,1,1,1,1,1,1,1,1,1,1,1,1,1
-1.4400e-07,0,1,1,1,1,1,1,1,1,1,1,1,1
-1.4200e-07,0,1,1,1,1,1,1,1,1,1,1,1,1
-1.4000e-07,0,1,1,1,1,1,1,1,1,1,1,1,1
-1.3800e-07,0,1,1,1,1,1,1,1,1,1,1,1,1
-1.3600e-07,0,1,1,1,1,1,1,1,1,1,1,1,1
-1.3400e-07,1,1,1,1,1,1,1,1,1,1,1,1,1
-1.3200e-07,1,1,1,1,1,1,1,1,1,1,1,1,1
-1.3000e-07,1,1,1,1,1,1,1,1,1,1,1,1,1
-1.2800e-07,1,1,1,1,1,1,1,1,1,1,1,1,1
-1.2600e-07,1,1,1,1,1,1,1,1,1,1,1,1,1
-1.2400e-07,0,1,1,1,1,1,1,1,1,1,1,1,1
-1.2200e-07,0,0,0,0,0,1,0,1,0,0,0,0,0
-1.2000e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.1800e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.1600e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.1400e-07,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.1200e-07,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.1000e-07,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.0800e-07,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.0600e-07,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.0400e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.0200e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.0000e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
-9.8000e-08,0,0,0,0,0,0,0,0,0,0,0,0,0
-9.6000e-08,0,0,0,0,0,0,0,0,0,0,0,0,0
-9.4000e-08,1,0,0,0,0,0,0,0,0,0,0,0,0
-9.2000e-08,1,0,0,0,0,0,0,0,0,0,0,0,0
-9.0000e-08,1,0,0,0,0,0,0,0,0,0,0,0,0
-8.8000e-08,1,0,0,0,0,0,0,0,0,0,0,0,0
-8.6000e-08,1,0,0,0,0,0,0,0,0,0,0,0,0
-8.4000e-08,0,1,1,1,1,0,0,0,0,0,0,0,0
-8.2000e-08,0,1,1,1,1,0,1,1,1,1,1,1,1
-8.0000e-08,0,1,1,1,1,1,1,1,1,1,1,1,1
-7.8000e-08,0,1,1,1,1,1,1,1,1,1,1,1,1
-7.6000e-08,1,1,1,1,1,1,1,1,1,1,1,1,1
-7.4000e-08,1,1,1,1,1,1,1,1,1,1,1,1,1
-7.2000e-08,1,1,1,1,1,1,1,1,1,1,1,1,1
-7.0000e-08,1,1,1,1,1,1,1,1,1,1,1,1,1
-6.8000e-08,1,1,1,1,1,1,1,1,1,1,1,1,1
