7.3001e-15,1,1,1,1,1,1,1,0,0
1.6000e-07,0,1,1,1,1,1,1,1,1
3.2000e-07,1,1,1,1,1,1,0,0,0
4.8000e-07,0,1,1,1,1,0,1,1,1
6.4000e-07,1,1,1,1,0,1,0,0,0
8.0000e-07,0,1,1,0,1,0,1,1,1
9.6000e-07,1,1,1,0,1,1,0,0,0
1.1200e-06,0,1,1,0,0,0,1,1,1
1.2800e-06,1,1,0,1,1,1,0,0,0
1.4400e-06,0,1,0,0,0,0,1,1,1
1.6000e-06,1,1,0,0,1,1,0,1,1
1.7600e-06,0,0,1,1,0,0,1,1,1
1.9200e-06,1,0,1,1,1,1,0,1,1
2.0800e-06,0,0,1,0,0,0,1,0,0
2.2400e-06,1,0,1,0,1,1,0,0,1
2.4000e-06,0,0,0,1,0,0,1,1,0
2.5600e-06,1,0,0,1,1,1,0,0,1
2.7200e-06,0,0,0,0,0,0,1,1,0
2.8800e-06,1,0,0,0,1,1,0,0,1
3.0400e-06,0,0,0,0,0,0,1,1,0
3.2000e-06,1,0,0,0,0,1,0,0,1
3.3600e-06,0,0,0,0,0,0,1,1,0
3.5200e-06,1,0,0,0,0,0,0,0,0
3.6800e-06,0,0,0,0,0,0,0,1,1
3.8400e-06,1,0,0,0,0,0,1,0,0
4.0000e-06,0,0,0,0,0,1,0,1,1
4.1600e-06,1,0,0,0,1,0,1,0,0
4.3200e-06,0,0,0,1,0,1,0,1,1
4.4800e-06,1,0,0,1,1,0,1,0,0
4.6400e-06,0,0,0,1,1,1,0,1,1
4.8000e-06,1,0,1,0,0,0,1,0,0
4.9600e-06,0,0,1,0,1,1,0,1,1
5.1200e-06,1,0,1,1,0,0,1,1,1
5.2800e-06,0,1,0,0,1,1,0,1,1
5.4400e-06,1,1,0,0,0,0,1,1,1
5.6000e-06,0,1,0,1,1,1,0,1,0
5.7600e-06,1,1,0,1,0,0,1,0,1
5.9200e-06,0,1,1,0,1,1,0,1,0
6.0800e-06,1,1,1,0,0,0,1,0,1
6.2400e-06,0,1,1,1,1,1,0,1,0
6.4000e-06,1,1,1,1,0,0,1,0,1
6.5600e-06,0,1,1,1,1,1,0,1,0
6.7200e-06,1,1,1,1,1,0,1,0,1
6.8800e-06,0,1,1,1,1,1,0,1,0
7.0400e-06,1,1,1,1,1,1,1,1,1
7.2000e-06,0,1,1,1,1,1,1,0,0
7.3600e-06,1,1,1,1,1,0,0,1,1
7.5200e-06,0,1,1,1,1,0,1,0,0
7.6800e-06,1,1,1,1,0,1,0,1,1
7.8400e-06,0,1,1,0,1,0,1,0,0
8.0000e-06,1,1,1,0,0,1,0,1,1
8.1600e-06,0,1,0,1,1,0,1,0,0
8.3200e-06,1,1,0,1,0,1,0,1,1
8.4800e-06,0,1,0,0,1,0,1,1,0
8.6400e-06,1,1,0,0,0,1,0,1,1
8.8000e-06,0,0,1,1,1,0,1,1,1
8.9600e-06,1,0,1,1,0,1,0,1,1
9.1200e-06,0,0,1,0,1,0,1,0,0
9.2800e-06,1,0,1,0,0,1,0,1,1
9.4400e-06,0,0,0,1,1,0,1,0,0
9.6000e-06,1,0,0,1,0,1,0,1,1
9.7600e-06,0,0,0,0,1,0,1,0,0
9.9200e-06,1,0,0,0,0,1,0,1,1
1.0080e-05,0,0,0,0,0,0,1,0,0
1.0240e-05,1,0,0,0,0,0,0,1,1
1.0400e-05,0,0,0,0,0,0,0,0,0
1.0560e-05,1,0,0,0,0,0,0,0,0
1.0720e-05,0,0,0,0,0,0,0,1,1
1.0880e-05,1,0,0,0,0,0,1,0,0
1.1040e-05,0,0,0,0,0,1,0,1,1
1.1200e-05,1,0,0,0,1,0,1,0,0
1.1360e-05,0,0,0,1,0,1,0,1,1
1.1520e-05,1,0,0,1,1,0,1,0,0
1.1680e-05,0,0,1,0,0,1,0,1,1
1.1840e-05,1,0,1,0,1,0,1,0,0
1.2000e-05,0,0,1,1,0,1,0,1,1
1.2160e-05,1,0,1,1,1,0,1,1,1
1.2320e-05,0,1,0,0,0,1,0,1,1
1.2480e-05,1,1,0,0,1,0,1,1,1
1.2640e-05,0,1,0,1,0,1,0,1,0
1.2800e-05,1,1,0,1,1,0,1,0,1
1.2960e-05,0,1,1,0,0,1,0,1,0
1.3120e-05,1,1,1,0,1,0,1,0,1
1.3280e-05,0,1,1,1,0,1,0,1,0
1.3440e-05,1,1,1,1,1,0,1,0,1
1.3600e-05,0,1,1,1,1,0,0,1,0
1.3760e-05,1,1,1,1,1,1,1,0,1
1.3920e-05,0,1,1,1,1,1,1,1,0
1.4080e-05,1,1,1,1,1,1,1,1,1
1.4240e-05,0,1,1,1,1,1,0,0,0
1.4400e-05,1,1,1,1,1,0,1,1,1
1.4560e-05,0,1,1,1,0,1,0,0,0
1.4720e-05,1,1,1,1,0,0,1,1,1
1.4880e-05,0,1,1,0,1,1,0,0,0
1.5040e-05,1,1,1,0,0,0,1,1,1
1.5200e-05,0,1,0,1,1,1,0,0,0
1.5360e-05,1,1,0,1,0,0,1,1,1
1.5520e-05,0,1,0,0,1,1,0,1,0
1.5680e-05,1,1,0,0,0,0,1,1,1
1.5840e-05,0,0,1,1,1,1,0,1,1
1.6000e-05,1,0,1,0,0,0,1,1,1
1.6160e-05,0,0,1,0,1,1,0,0,0
1.6320e-05,1,0,0,1,0,0,1,1,1
1.6480e-05,0,0,0,1,1,1,0,0,0
1.6640e-05,1,0,0,1,0,0,1,1,1
1.6800e-05,0,0,0,0,1,1,0,0,0
1.6960e-05,1,0,0,0,0,0,1,1,1
1.7120e-05,0,0,0,0,0,1,0,0,0
1.7280e-05,1,0,0,0,0,0,1,1,1
1.7440e-05,0,0,0,0,0,0,0,0,0
1.7600e-05,1,0,0,0,0,0,0,0,0
1.7760e-05,0,0,0,0,0,0,1,1,1
1.7920e-05,1,0,0,0,0,1,0,0,0
1.8080e-05,0,0,0,0,1,0,1,1,1
1.8240e-05,1,0,0,0,1,1,0,0,0
1.8400e-05,0,0,0,1,0,0,1,1,1
1.8560e-05,1,0,0,1,1,1,0,0,0
1.8720e-05,0,0,1,0,0,0,1,1,1
1.8880e-05,1,0,1,0,1,1,0,0,0
1.9040e-05,0,0,1,1,0,0,1,1,1
1.9200e-05,1,0,1,1,1,1,0,1,1
1.9360e-05,0,1,0,0,0,0,1,1,1
1.9520e-05,1,1,0,0,1,1,0,1,1
1.9680e-05,0,1,0,1,0,0,1,1,0
1.9840e-05,1,1,1,0,1,1,0,0,1
2.0000e-05,0,1,1,0,0,0,1,1,0
2.0160e-05,1,1,1,0,1,1,0,0,1
2.0320e-05,0,1,1,1,0,0,1,1,0
2.0480e-05,1,1,1,1,1,1,0,0,1
2.0640e-05,0,1,1,1,1,0,1,1,0
2.0800e-05,1,1,1,1,1,1,0,0,1
2.0960e-05,0,1,1,1,1,1,1,1,0
2.1120e-05,1,1,1,1,1,1,1,0,1
2.1280e-05,0,1,1,1,1,1,0,1,0
2.1440e-05,1,1,1,1,1,0,1,0,1
2.1600e-05,0,1,1,1,0,1,0,1,0
2.1760e-05,1,1,1,1,0,0,1,0,1
2.1920e-05,0,1,1,0,1,1,0,1,0
2.2080e-05,1,1,1,0,0,0,1,0,1
2.2240e-05,0,1,0,1,1,1,0,1,0
2.2400e-05,1,1,0,1,0,0,1,0,1
2.2560e-05,0,1,0,0,1,1,0,1,1
2.2720e-05,1,0,1,1,0,0,1,1,1
2.2880e-05,0,0,1,1,1,1,0,1,1
2.3040e-05,1,0,1,0,0,0,1,1,1
2.3200e-05,0,0,1,0,1,1,0,0,0
2.3360e-05,1,0,0,1,0,0,1,1,1
2.3520e-05,0,0,0,1,1,1,0,0,0
2.3680e-05,1,0,0,0,0,0,1,1,1
2.3840e-05,0,0,0,0,1,1,0,0,0
2.4000e-05,1,0,0,0,0,0,1,1,1
2.4160e-05,0,0,0,0,0,1,0,0,0
2.4320e-05,1,0,0,0,0,0,1,1,1
2.4480e-05,0,0,0,0,0,0,0,0,0
2.4640e-05,1,0,0,0,0,0,0,0,1
2.4800e-05,0,0,0,0,0,0,1,1,0
2.4960e-05,1,0,0,0,0,1,0,0,1
2.5120e-05,0,0,0,0,1,0,1,1,0
2.5280e-05,1,0,0,0,1,1,0,0,1
2.5440e-05,0,0,0,1,0,0,1,1,0
2.5600e-05,1,0,0,1,1,1,0,0,1
2.5760e-05,0,0,1,0,0,0,1,1,0
2.5920e-05,1,0,1,0,1,1,0,0,1
2.6080e-05,0,0,1,1,0,0,1,1,1
2.6240e-05,1,0,1,1,1,1,0,1,1
2.6400e-05,0,1,0,0,0,0,1,1,1
2.6560e-05,1,1,0,1,1,1,0,1,1
2.6720e-05,0,1,0,1,0,0,1,0,0
2.6880e-05,1,1,1,0,1,1,0,1,1
2.7040e-05,0,1,1,0,0,0,1,0,0
2.7200e-05,1,1,1,1,1,1,0,1,1
2.7360e-05,0,1,1,1,0,0,1,0,0
2.7520e-05,1,1,1,1,1,1,0,1,1
2.7680e-05,0,1,1,1,1,0,1,0,0
2.7840e-05,1,1,1,1,1,1,0,1,1
2.8000e-05,0,1,1,1,1,1,1,0,0
2.8160e-05,1,1,1,1,1,1,1,1,1
2.8320e-05,0,1,1,1,1,1,0,0,0
2.8480e-05,1,1,1,1,1,0,1,1,1
2.8640e-05,0,1,1,1,0,1,0,0,0
2.8800e-05,1,1,1,0,1,0,1,1,1
2.8960e-05,0,1,1,0,1,1,0,0,0
2.9120e-05,1,1,1,0,0,0,1,1,1
2.9280e-05,0,1,0,1,1,1,0,0,0
2.9440e-05,1,1,0,0,0,0,1,1,1
2.9600e-05,0,1,0,0,1,1,0,1,1
2.9760e-05,1,0,1,1,0,0,1,1,1
2.9920e-05,0,0,1,1,1,1,0,1,1
3.0080e-05,1,0,1,0,0,0,1,0,0
3.0240e-05,0,0,1,0,1,1,0,0,1
3.0400e-05,1,0,0,1,0,0,1,1,0
3.0560e-05,0,0,0,1,1,1,0,0,1
3.0720e-05,1,0,0,0,0,0,1,1,0
3.0880e-05,0,0,0,0,1,1,0,0,1
3.1040e-05,1,0,0,0,0,0,1,1,0
3.1200e-05,0,0,0,0,0,1,0,0,1
3.1360e-05,1,0,0,0,0,0,1,1,0
3.1520e-05,0,0,0,0,0,0,0,0,0
3.1680e-05,1,0,0,0,0,0,0,1,1
3.1840e-05,0,0,0,0,0,0,1,0,0
3.2000e-05,1,0,0,0,0,1,0,1,1
3.2160e-05,0,0,0,0,1,0,1,0,0
3.2320e-05,1,0,0,1,0,1,0,1,1
3.2480e-05,0,0,0,1,1,0,1,0,0
3.2640e-05,1,0,0,1,1,1,0,1,1
3.2800e-05,0,0,1,0,0,0,1,0,0
3.2960e-05,1,0,1,0,1,1,0,1,1
3.3120e-05,0,0,1,1,0,0,1,1,1
3.3280e-05,1,1,0,0,1,1,0,1,1
3.3440e-05,0,1,0,0,0,0,1,1,1
3.3600e-05,1,1,0,1,1,1,0,1,0
3.3760e-05,0,1,0,1,0,0,1,0,1
3.3920e-05,1,1,1,0,1,1,0,1,0
3.4080e-05,0,1,1,0,0,0,1,0,1
3.4240e-05,1,1,1,1,1,1,0,1,0
3.4400e-05,0,1,1,1,0,0,1,0,1
3.4560e-05,1,1,1,1,1,1,0,1,0
3.4720e-05,0,1,1,1,1,0,1,0,1
3.4880e-05,1,1,1,1,1,1,0,1,0
3.5040e-05,0,1,1,1,1,1,1,1,1
3.5200e-05,1,1,1,1,1,1,1,0,0
3.5360e-05,0,1,1,1,1,0,0,1,1
